,NAME,State,B23027_002E,B23027_003E,County
3,Anson County,North Carolina,1182,483,Anson 
4,Ashe County,North Carolina,1171,646,Ashe 
5,Avery County,North Carolina,884,541,Avery 
6,Beaufort County,North Carolina,1996,827,Beaufort 
7,Bertie County,North Carolina,790,359,Bertie 
8,Bladen County,North Carolina,1592,544,Bladen 
9,Brunswick County,North Carolina,4615,2586,Brunswick 
10,Buncombe County,North Carolina,11313,6133,Buncombe 
11,Burke County,North Carolina,4477,2051,Burke 
12,Cabarrus County,North Carolina,11918,5474,Cabarrus 
13,Caldwell County,North Carolina,3804,1659,Caldwell 
14,Camden County,North Carolina,472,214,Camden 
15,Carteret County,North Carolina,2917,1644,Carteret 
16,Caswell County,North Carolina,1138,556,Caswell 
17,Catawba County,North Carolina,8571,3865,Catawba 
18,Chatham County,North Carolina,3136,1148,Chatham 
19,Cherokee County,North Carolina,924,441,Cherokee 
20,Chowan County,North Carolina,515,126,Chowan 
21,Clay County,North Carolina,384,289,Clay 
22,Cleveland County,North Carolina,5382,2072,Cleveland 
23,Columbus County,North Carolina,2739,570,Columbus 
24,Craven County,North Carolina,4784,2863,Craven 
25,Cumberland County,North Carolina,18621,7726,Cumberland 
26,Currituck County,North Carolina,1104,532,Currituck 
27,Dare County,North Carolina,1352,968,Dare 
28,Davidson County,North Carolina,8238,3230,Davidson 
29,Davie County,North Carolina,2222,1114,Davie 
30,Duplin County,North Carolina,3137,1319,Duplin 
31,Durham County,North Carolina,16493,5867,Durham 
32,Edgecombe County,North Carolina,2623,702,Edgecombe 
33,Forsyth County,North Carolina,22407,8820,Forsyth 
34,Franklin County,North Carolina,3283,1465,Franklin 
35,Gaston County,North Carolina,11182,4706,Gaston 
36,Gates County,North Carolina,519,114,Gates 
37,Graham County,North Carolina,480,228,Graham 
38,Granville County,North Carolina,3115,1152,Granville 
39,Greene County,North Carolina,1092,574,Greene 
40,Guilford County,North Carolina,33497,15718,Guilford 
41,Halifax County,North Carolina,2319,569,Halifax 
42,Harnett County,North Carolina,7226,2898,Harnett 
43,Haywood County,North Carolina,2523,1329,Haywood 
44,Henderson County,North Carolina,5036,3309,Henderson 
45,Hertford County,North Carolina,1565,683,Hertford 
46,Hoke County,North Carolina,2705,918,Hoke 
47,Hyde County,North Carolina,115,44,Hyde 
48,Iredell County,North Carolina,9154,4791,Iredell 
49,Jackson County,North Carolina,4055,2909,Jackson 
50,Johnston County,North Carolina,10730,4868,Johnston 
51,Jones County,North Carolina,398,163,Jones 
52,Lee County,North Carolina,3129,1541,Lee 
53,Lenoir County,North Carolina,2580,1228,Lenoir 
54,Lincoln County,North Carolina,4224,2130,Lincoln 
55,McDowell County,North Carolina,2011,1098,McDowell 
56,Macon County,North Carolina,1393,928,Macon 
57,Madison County,North Carolina,1227,480,Madison 
58,Martin County,North Carolina,1065,420,Martin 
59,Mecklenburg County,North Carolina,54521,27040,Mecklenburg 
60,Mitchell County,North Carolina,646,350,Mitchell 
61,Montgomery County,North Carolina,1359,322,Montgomery 
62,Moore County,North Carolina,4205,1746,Moore 
63,Nash County,North Carolina,4567,1672,Nash 
64,New Hanover County,North Carolina,13005,7460,New Hanover 
65,Northampton County,North Carolina,707,206,Northampton 
66,Onslow County,North Carolina,13038,8831,Onslow 
67,Orange County,North Carolina,12336,6677,Orange 
68,Pamlico County,North Carolina,469,168,Pamlico 
69,Pasquotank County,North Carolina,2127,739,Pasquotank 
70,Pender County,North Carolina,3312,1623,Pender 
71,Perquimans County,North Carolina,618,331,Perquimans 
72,Person County,North Carolina,2336,970,Person 
73,Pitt County,North Carolina,12890,3057,Pitt 
74,Polk County,North Carolina,755,425,Polk 
75,Randolph County,North Carolina,7527,3189,Randolph 
76,Richmond County,North Carolina,2078,810,Richmond 
77,Robeson County,North Carolina,8198,1848,Robeson 
78,Rockingham County,North Carolina,4360,1625,Rockingham 
79,Rowan County,North Carolina,7556,3465,Rowan 
80,Rutherford County,North Carolina,3143,1515,Rutherford 
81,Sampson County,North Carolina,3037,1536,Sampson 
82,Scotland County,North Carolina,1682,636,Scotland 
83,Stanly County,North Carolina,3141,1507,Stanly 
84,Stokes County,North Carolina,2001,851,Stokes 
85,Surry County,North Carolina,3401,1609,Surry 
86,Swain County,North Carolina,692,372,Swain 
87,Transylvania County,North Carolina,1326,845,Transylvania 
88,Tyrrell County,North Carolina,83,33,Tyrrell 
89,Union County,North Carolina,16090,8327,Union 
90,Vance County,North Carolina,2401,896,Vance 
91,Wake County,North Carolina,60098,23607,Wake 
92,Warren County,North Carolina,1354,594,Warren 
93,Washington County,North Carolina,786,208,Washington 
94,Watauga County,North Carolina,6907,4363,Watauga 
95,Wayne County,North Carolina,6460,3389,Wayne 
96,Wilkes County,North Carolina,2989,1367,Wilkes 
97,Wilson County,North Carolina,4297,1824,Wilson 
98,Yadkin County,North Carolina,1784,671,Yadkin 
99,Yancey County,North Carolina,730,249,Yancey 
0,Adams County,North Dakota,155,80,Adams 
1,Barnes County,North Dakota,583,495,Barnes 
2,Benson County,North Dakota,384,135,Benson 
3,Billings County,North Dakota,56,48,Billings 
4,Bottineau County,North Dakota,354,190,Bottineau 
5,Bowman County,North Dakota,137,94,Bowman 
6,Burke County,North Dakota,57,12,Burke 
7,Burleigh County,North Dakota,5017,3110,Burleigh 
8,Cass County,North Dakota,9522,7563,Cass 
9,Cavalier County,North Dakota,91,61,Cavalier 
10,Dickey County,North Dakota,261,182,Dickey 
11,Divide County,North Dakota,84,59,Divide 
12,Dunn County,North Dakota,216,88,Dunn 
13,Eddy County,North Dakota,72,50,Eddy 
14,Emmons County,North Dakota,86,35,Emmons 
15,Foster County,North Dakota,99,77,Foster 
16,Golden Valley County,North Dakota,79,25,Golden Valley 
17,Grand Forks County,North Dakota,4928,3963,Grand Forks 
18,Grant County,North Dakota,80,47,Grant 
19,Griggs County,North Dakota,58,52,Griggs 
20,Hettinger County,North Dakota,45,32,Hettinger 
21,Kidder County,North Dakota,150,72,Kidder 
22,LaMoure County,North Dakota,151,81,LaMoure 
23,Logan County,North Dakota,67,22,Logan 
24,McHenry County,North Dakota,219,113,McHenry 
25,McIntosh County,North Dakota,62,36,McIntosh 
26,McKenzie County,North Dakota,570,433,McKenzie 
27,McLean County,North Dakota,330,242,McLean 
28,Mercer County,North Dakota,369,251,Mercer 
29,Morton County,North Dakota,1294,824,Morton 
30,Mountrail County,North Dakota,666,364,Mountrail 
31,Nelson County,North Dakota,90,53,Nelson 
32,Oliver County,North Dakota,50,32,Oliver 
33,Pembina County,North Dakota,264,207,Pembina 
34,Pierce County,North Dakota,150,99,Pierce 
35,Ramsey County,North Dakota,621,497,Ramsey 
36,Ransom County,North Dakota,176,132,Ransom 
37,Renville County,North Dakota,99,58,Renville 
38,Richland County,North Dakota,1235,1024,Richland 
39,Rolette County,North Dakota,929,275,Rolette 
40,Sargent County,North Dakota,114,85,Sargent 
41,Sheridan County,North Dakota,40,14,Sheridan 
42,Sioux County,North Dakota,333,86,Sioux 
43,Slope County,North Dakota,36,20,Slope 
44,Stark County,North Dakota,1456,870,Stark 
45,Steele County,North Dakota,34,17,Steele 
46,Stutsman County,North Dakota,1159,983,Stutsman 
47,Towner County,North Dakota,46,21,Towner 
48,Traill County,North Dakota,520,394,Traill 
49,Walsh County,North Dakota,477,242,Walsh 
50,Ward County,North Dakota,3544,2550,Ward 
51,Wells County,North Dakota,73,34,Wells 
52,Williams County,North Dakota,1356,905,Williams 
0,Adams County,Ohio,1435,675,Adams 
1,Allen County,Ohio,5798,3435,Allen 
2,Ashland County,Ohio,3400,2153,Ashland 
3,Ashtabula County,Ohio,4494,2445,Ashtabula 
4,Athens County,Ohio,8342,6401,Athens 
5,Auglaize County,Ohio,2299,1474,Auglaize 
6,Belmont County,Ohio,2876,1191,Belmont 
7,Brown County,Ohio,2146,912,Brown 
8,Butler County,Ohio,24365,14899,Butler 
9,Carroll County,Ohio,1402,677,Carroll 
10,Champaign County,Ohio,2106,1036,Champaign 
11,Clark County,Ohio,7401,4144,Clark 
12,Clermont County,Ohio,9865,5851,Clermont 
13,Clinton County,Ohio,2228,1261,Clinton 
14,Columbiana County,Ohio,4746,2496,Columbiana 
15,Coshocton County,Ohio,1646,803,Coshocton 
16,Crawford County,Ohio,1825,992,Crawford 
17,Cuyahoga County,Ohio,59941,31073,Cuyahoga 
18,Darke County,Ohio,2454,1407,Darke 
19,Defiance County,Ohio,2155,1220,Defiance 
20,Delaware County,Ohio,11776,7479,Delaware 
21,Erie County,Ohio,3499,2157,Erie 
22,Fairfield County,Ohio,8330,4221,Fairfield 
23,Fayette County,Ohio,1341,810,Fayette 
24,Franklin County,Ohio,67570,39048,Franklin 
25,Fulton County,Ohio,2228,1333,Fulton 
26,Gallia County,Ohio,1554,548,Gallia 
27,Geauga County,Ohio,5380,3521,Geauga 
28,Greene County,Ohio,10974,7129,Greene 
29,Guernsey County,Ohio,2119,1024,Guernsey 
30,Hamilton County,Ohio,43158,26301,Hamilton 
31,Hancock County,Ohio,4056,2724,Hancock 
32,Hardin County,Ohio,2503,1647,Hardin 
33,Harrison County,Ohio,774,200,Harrison 
34,Henry County,Ohio,1404,805,Henry 
35,Highland County,Ohio,2308,1086,Highland 
36,Hocking County,Ohio,1468,780,Hocking 
37,Holmes County,Ohio,2887,2402,Holmes 
38,Huron County,Ohio,2944,1727,Huron 
39,Jackson County,Ohio,1390,609,Jackson 
40,Jefferson County,Ohio,3115,1763,Jefferson 
41,Knox County,Ohio,3974,2771,Knox 
42,Lake County,Ohio,11326,6965,Lake 
43,Lawrence County,Ohio,2847,994,Lawrence 
44,Licking County,Ohio,9409,5243,Licking 
45,Logan County,Ohio,2530,1606,Logan 
46,Lorain County,Ohio,16474,9222,Lorain 
47,Lucas County,Ohio,21964,11564,Lucas 
48,Madison County,Ohio,1946,1188,Madison 
49,Mahoning County,Ohio,11084,5353,Mahoning 
50,Marion County,Ohio,2840,1279,Marion 
51,Medina County,Ohio,9100,5523,Medina 
52,Meigs County,Ohio,1089,512,Meigs 
53,Mercer County,Ohio,2270,1703,Mercer 
54,Miami County,Ohio,5448,2918,Miami 
55,Monroe County,Ohio,608,158,Monroe 
56,Montgomery County,Ohio,26769,14669,Montgomery 
57,Morgan County,Ohio,739,327,Morgan 
58,Morrow County,Ohio,1931,1036,Morrow 
59,Muskingum County,Ohio,4169,2101,Muskingum 
60,Noble County,Ohio,345,162,Noble 
61,Ottawa County,Ohio,1818,1166,Ottawa 
62,Paulding County,Ohio,943,410,Paulding 
63,Perry County,Ohio,1917,775,Perry 
64,Pickaway County,Ohio,3001,1700,Pickaway 
65,Pike County,Ohio,1265,482,Pike 
66,Portage County,Ohio,11871,8137,Portage 
67,Preble County,Ohio,2069,1058,Preble 
68,Putnam County,Ohio,1724,872,Putnam 
69,Richland County,Ohio,5654,3272,Richland 
70,Ross County,Ohio,3389,1606,Ross 
71,Sandusky County,Ohio,3112,1671,Sandusky 
72,Scioto County,Ohio,3934,1147,Scioto 
73,Seneca County,Ohio,3705,2296,Seneca 
74,Shelby County,Ohio,2621,1846,Shelby 
75,Stark County,Ohio,18332,10330,Stark 
76,Summit County,Ohio,26781,15870,Summit 
77,Trumbull County,Ohio,8862,3970,Trumbull 
78,Tuscarawas County,Ohio,4374,2423,Tuscarawas 
79,Union County,Ohio,2770,1761,Union 
80,Van Wert County,Ohio,1413,728,Van Wert 
81,Vinton County,Ohio,625,170,Vinton 
82,Warren County,Ohio,12795,7441,Warren 
83,Washington County,Ohio,3050,1571,Washington 
84,Wayne County,Ohio,6432,4160,Wayne 
85,Williams County,Ohio,1735,992,Williams 
86,Wood County,Ohio,10149,7224,Wood 
87,Wyandot County,Ohio,1133,583,Wyandot 
0,Adair County,Oklahoma,1212,385,Adair 
1,Alfalfa County,Oklahoma,188,131,Alfalfa 
2,Atoka County,Oklahoma,662,315,Atoka 
3,Beaver County,Oklahoma,240,106,Beaver 
4,Beckham County,Oklahoma,1159,482,Beckham 
5,Blaine County,Oklahoma,366,113,Blaine 
6,Bryan County,Oklahoma,2643,1147,Bryan 
7,Caddo County,Oklahoma,1483,413,Caddo 
8,Canadian County,Oklahoma,7407,4151,Canadian 
9,Carter County,Oklahoma,2340,1280,Carter 
10,Cherokee County,Oklahoma,3077,1559,Cherokee 
11,Choctaw County,Oklahoma,693,284,Choctaw 
12,Cimarron County,Oklahoma,71,10,Cimarron 
13,Cleveland County,Oklahoma,16887,9828,Cleveland 
14,Coal County,Oklahoma,271,113,Coal 
15,Comanche County,Oklahoma,7426,4580,Comanche 
16,Cotton County,Oklahoma,330,120,Cotton 
17,Craig County,Oklahoma,728,299,Craig 
18,Creek County,Oklahoma,3598,1285,Creek 
19,Custer County,Oklahoma,2076,1409,Custer 
20,Delaware County,Oklahoma,2009,974,Delaware 
21,Dewey County,Oklahoma,299,230,Dewey 
22,Ellis County,Oklahoma,213,125,Ellis 
23,Garfield County,Oklahoma,3103,1647,Garfield 
24,Garvin County,Oklahoma,1548,422,Garvin 
25,Grady County,Oklahoma,3019,1281,Grady 
26,Grant County,Oklahoma,211,96,Grant 
27,Greer County,Oklahoma,181,78,Greer 
28,Harmon County,Oklahoma,128,59,Harmon 
29,Harper County,Oklahoma,136,41,Harper 
30,Haskell County,Oklahoma,642,271,Haskell 
31,Hughes County,Oklahoma,559,86,Hughes 
32,Jackson County,Oklahoma,1249,542,Jackson 
33,Jefferson County,Oklahoma,346,120,Jefferson 
34,Johnston County,Oklahoma,595,233,Johnston 
35,Kay County,Oklahoma,2322,1209,Kay 
36,Kingfisher County,Oklahoma,712,330,Kingfisher 
37,Kiowa County,Oklahoma,359,211,Kiowa 
38,Latimer County,Oklahoma,614,273,Latimer 
39,Le Flore County,Oklahoma,2621,950,Le Flore 
40,Lincoln County,Oklahoma,1909,774,Lincoln 
41,Logan County,Oklahoma,2854,1565,Logan 
42,Love County,Oklahoma,603,253,Love 
43,McClain County,Oklahoma,2169,850,McClain 
44,McCurtain County,Oklahoma,1500,497,McCurtain 
45,McIntosh County,Oklahoma,660,224,McIntosh 
46,Major County,Oklahoma,340,183,Major 
47,Marshall County,Oklahoma,830,393,Marshall 
48,Mayes County,Oklahoma,2111,901,Mayes 
49,Murray County,Oklahoma,610,282,Murray 
50,Muskogee County,Oklahoma,3507,1443,Muskogee 
51,Noble County,Oklahoma,551,255,Noble 
52,Nowata County,Oklahoma,502,164,Nowata 
53,Okfuskee County,Oklahoma,544,174,Okfuskee 
54,Oklahoma County,Oklahoma,40152,18235,Oklahoma 
55,Okmulgee County,Oklahoma,2238,1145,Okmulgee 
56,Osage County,Oklahoma,2259,962,Osage 
57,Ottawa County,Oklahoma,1956,896,Ottawa 
58,Pawnee County,Oklahoma,769,263,Pawnee 
59,Payne County,Oklahoma,7032,4275,Payne 
60,Pittsburg County,Oklahoma,1921,836,Pittsburg 
61,Pontotoc County,Oklahoma,2221,754,Pontotoc 
62,Pottawatomie County,Oklahoma,4451,2204,Pottawatomie 
63,Pushmataha County,Oklahoma,518,174,Pushmataha 
64,Roger Mills County,Oklahoma,160,42,Roger Mills 
65,Rogers County,Oklahoma,4838,2395,Rogers 
66,Seminole County,Oklahoma,1392,583,Seminole 
67,Sequoyah County,Oklahoma,2186,874,Sequoyah 
68,Stephens County,Oklahoma,2078,731,Stephens 
69,Texas County,Oklahoma,1425,791,Texas 
70,Tillman County,Oklahoma,478,180,Tillman 
71,Tulsa County,Oklahoma,33058,16562,Tulsa 
72,Wagoner County,Oklahoma,3956,2056,Wagoner 
73,Washington County,Oklahoma,2637,1257,Washington 
74,Washita County,Oklahoma,653,364,Washita 
75,Woods County,Oklahoma,596,387,Woods 
76,Woodward County,Oklahoma,1066,638,Woodward 
0,Baker County,Oregon,566,355,Baker 
1,Benton County,Oregon,8128,4976,Benton 
2,Clackamas County,Oregon,19445,9271,Clackamas 
3,Clatsop County,Oregon,1767,1147,Clatsop 
4,Columbia County,Oregon,2471,1017,Columbia 
5,Coos County,Oregon,2732,1329,Coos 
6,Crook County,Oregon,857,392,Crook 
7,Curry County,Oregon,705,336,Curry 
8,Deschutes County,Oregon,7811,4666,Deschutes 
9,Douglas County,Oregon,4717,2464,Douglas 
10,Gilliam County,Oregon,65,51,Gilliam 
11,Grant County,Oregon,210,129,Grant 
12,Harney County,Oregon,222,111,Harney 
13,Hood River County,Oregon,1327,753,Hood River 
14,Jackson County,Oregon,9465,5076,Jackson 
15,Jefferson County,Oregon,1076,632,Jefferson 
16,Josephine County,Oregon,3735,1192,Josephine 
17,Klamath County,Oregon,3192,1412,Klamath 
18,Lake County,Oregon,250,150,Lake 
19,Lane County,Oregon,20412,11357,Lane 
20,Lincoln County,Oregon,1781,829,Lincoln 
21,Linn County,Oregon,6006,3065,Linn 
22,Malheur County,Oregon,1699,884,Malheur 
23,Marion County,Oregon,18597,8931,Marion 
24,Morrow County,Oregon,843,456,Morrow 
25,Multnomah County,Oregon,32291,15578,Multnomah 
26,Polk County,Oregon,5511,2975,Polk 
27,Sherman County,Oregon,127,35,Sherman 
28,Tillamook County,Oregon,973,702,Tillamook 
29,Umatilla County,Oregon,4294,2305,Umatilla 
30,Union County,Oregon,1512,1025,Union 
31,Wallowa County,Oregon,212,184,Wallowa 
32,Wasco County,Oregon,1113,646,Wasco 
33,Washington County,Oregon,27817,13189,Washington 
34,Wheeler County,Oregon,34,23,Wheeler 
35,Yamhill County,Oregon,5829,3199,Yamhill 
0,Adams County,Pennsylvania,5416,3811,Adams 
1,Allegheny County,Pennsylvania,56946,33254,Allegheny 
2,Armstrong County,Pennsylvania,2825,1314,Armstrong 
3,Beaver County,Pennsylvania,6908,3637,Beaver 
4,Bedford County,Pennsylvania,2225,1329,Bedford 
5,Berks County,Pennsylvania,23935,14477,Berks 
6,Blair County,Pennsylvania,6207,3200,Blair 
7,Bradford County,Pennsylvania,2789,1288,Bradford 
8,Bucks County,Pennsylvania,30623,17050,Bucks 
9,Butler County,Pennsylvania,9842,6235,Butler 
10,Cambria County,Pennsylvania,6824,3698,Cambria 
11,Cameron County,Pennsylvania,142,59,Cameron 
12,Carbon County,Pennsylvania,2647,1520,Carbon 
13,Centre County,Pennsylvania,14510,9340,Centre 
14,Chester County,Pennsylvania,29123,17300,Chester 
15,Clarion County,Pennsylvania,2381,1513,Clarion 
16,Clearfield County,Pennsylvania,3093,1667,Clearfield 
17,Clinton County,Pennsylvania,2386,1398,Clinton 
18,Columbia County,Pennsylvania,4399,1251,Columbia 
19,Crawford County,Pennsylvania,4593,2560,Crawford 
20,Cumberland County,Pennsylvania,13393,9130,Cumberland 
21,Dauphin County,Pennsylvania,13073,6951,Dauphin 
22,Delaware County,Pennsylvania,31626,16565,Delaware 
23,Elk County,Pennsylvania,1268,832,Elk 
24,Erie County,Pennsylvania,15315,8895,Erie 
25,Fayette County,Pennsylvania,5535,2677,Fayette 
26,Forest County,Pennsylvania,255,75,Forest 
27,Franklin County,Pennsylvania,8090,4777,Franklin 
28,Fulton County,Pennsylvania,604,350,Fulton 
29,Greene County,Pennsylvania,1948,1144,Greene 
30,Huntingdon County,Pennsylvania,2349,1546,Huntingdon 
31,Indiana County,Pennsylvania,6235,3778,Indiana 
32,Jefferson County,Pennsylvania,2006,1095,Jefferson 
33,Juniata County,Pennsylvania,1237,734,Juniata 
34,Lackawanna County,Pennsylvania,10977,6406,Lackawanna 
35,Lancaster County,Pennsylvania,28051,19718,Lancaster 
36,Lawrence County,Pennsylvania,4359,2531,Lawrence 
37,Lebanon County,Pennsylvania,6930,4524,Lebanon 
38,Lehigh County,Pennsylvania,19919,10852,Lehigh 
39,Luzerne County,Pennsylvania,15497,7961,Luzerne 
40,Lycoming County,Pennsylvania,6069,3407,Lycoming 
41,McKean County,Pennsylvania,2251,1420,McKean 
42,Mercer County,Pennsylvania,6342,3275,Mercer 
43,Mifflin County,Pennsylvania,2126,1161,Mifflin 
44,Monroe County,Pennsylvania,10254,5117,Monroe 
45,Montgomery County,Pennsylvania,39786,20554,Montgomery 
46,Montour County,Pennsylvania,819,341,Montour 
47,Northampton County,Pennsylvania,17592,10564,Northampton 
48,Northumberland County,Pennsylvania,3799,1973,Northumberland 
49,Perry County,Pennsylvania,2100,1181,Perry 
50,Philadelphia County,Pennsylvania,78270,31002,Philadelphia 
51,Pike County,Pennsylvania,2637,1327,Pike 
52,Potter County,Pennsylvania,742,321,Potter 
53,Schuylkill County,Pennsylvania,5966,2876,Schuylkill 
54,Snyder County,Pennsylvania,2842,1840,Snyder 
55,Somerset County,Pennsylvania,2763,1653,Somerset 
56,Sullivan County,Pennsylvania,244,116,Sullivan 
57,Susquehanna County,Pennsylvania,1664,817,Susquehanna 
58,Tioga County,Pennsylvania,2229,952,Tioga 
59,Union County,Pennsylvania,3705,2261,Union 
60,Venango County,Pennsylvania,2284,1189,Venango 
61,Warren County,Pennsylvania,1801,950,Warren 
62,Washington County,Pennsylvania,10169,5989,Washington 
63,Wayne County,Pennsylvania,1986,1220,Wayne 
64,Westmoreland County,Pennsylvania,15517,9090,Westmoreland 
65,Wyoming County,Pennsylvania,1372,779,Wyoming 
66,York County,Pennsylvania,22389,12836,York 
0,Bristol County,Rhode Island,3897,2741,Bristol 
1,Kent County,Rhode Island,6871,3515,Kent 
2,Newport County,Rhode Island,3977,2584,Newport 
3,Providence County,Rhode Island,36784,18982,Providence 
4,Washington County,Rhode Island,9582,6711,Washington 
0,Abbeville County,South Carolina,1390,612,Abbeville 
1,Aiken County,South Carolina,7783,3114,Aiken 
2,Allendale County,South Carolina,620,112,Allendale 
3,Anderson County,South Carolina,10256,4721,Anderson 
4,Bamberg County,South Carolina,1072,578,Bamberg 
5,Barnwell County,South Carolina,1263,402,Barnwell 
6,Beaufort County,South Carolina,9283,5598,Beaufort 
7,Berkeley County,South Carolina,11366,5950,Berkeley 
8,Calhoun County,South Carolina,566,148,Calhoun 
9,Charleston County,South Carolina,18684,8209,Charleston 
10,Cherokee County,South Carolina,3392,1456,Cherokee 
11,Chester County,South Carolina,1770,724,Chester 
12,Chesterfield County,South Carolina,2326,946,Chesterfield 
13,Clarendon County,South Carolina,1557,577,Clarendon 
14,Colleton County,South Carolina,1852,516,Colleton 
15,Darlington County,South Carolina,3564,1122,Darlington 
16,Dillon County,South Carolina,1372,588,Dillon 
17,Dorchester County,South Carolina,8846,4653,Dorchester 
18,Edgefield County,South Carolina,1558,686,Edgefield 
19,Fairfield County,South Carolina,1068,399,Fairfield 
20,Florence County,South Carolina,7126,2152,Florence 
21,Georgetown County,South Carolina,2547,1145,Georgetown 
22,Greenville County,South Carolina,26168,15102,Greenville 
23,Greenwood County,South Carolina,3924,2109,Greenwood 
24,Hampton County,South Carolina,932,332,Hampton 
25,Horry County,South Carolina,15476,8032,Horry 
26,Jasper County,South Carolina,1445,800,Jasper 
27,Kershaw County,South Carolina,3346,1304,Kershaw 
28,Lancaster County,South Carolina,3918,1248,Lancaster 
29,Laurens County,South Carolina,3217,1659,Laurens 
30,Lee County,South Carolina,901,160,Lee 
31,Lexington County,South Carolina,13766,6284,Lexington 
32,McCormick County,South Carolina,290,106,McCormick 
33,Marion County,South Carolina,1775,594,Marion 
34,Marlboro County,South Carolina,1020,283,Marlboro 
35,Newberry County,South Carolina,2279,1191,Newberry 
36,Oconee County,South Carolina,3373,2074,Oconee 
37,Orangeburg County,South Carolina,4965,1696,Orangeburg 
38,Pickens County,South Carolina,10239,6339,Pickens 
39,Richland County,South Carolina,31457,18309,Richland 
40,Saluda County,South Carolina,968,461,Saluda 
41,Spartanburg County,South Carolina,16965,9646,Spartanburg 
42,Sumter County,South Carolina,5485,1928,Sumter 
43,Union County,South Carolina,1170,525,Union 
44,Williamsburg County,South Carolina,1444,398,Williamsburg 
45,York County,South Carolina,14653,7720,York 
0,Aurora County,South Dakota,161,74,Aurora 
1,Beadle County,South Dakota,762,526,Beadle 
2,Bennett County,South Dakota,253,65,Bennett 
3,Bon Homme County,South Dakota,225,144,Bon Homme 
4,Brookings County,South Dakota,3696,2949,Brookings 
5,Brown County,South Dakota,2179,1610,Brown 
6,Brule County,South Dakota,232,186,Brule 
7,Buffalo County,South Dakota,172,67,Buffalo 
8,Butte County,South Dakota,497,402,Butte 
9,Campbell County,South Dakota,58,25,Campbell 
10,Charles Mix County,South Dakota,560,295,Charles Mix 
11,Clark County,South Dakota,113,76,Clark 
12,Clay County,South Dakota,2157,1952,Clay 
13,Codington County,South Dakota,1425,1135,Codington 
14,Corson County,South Dakota,274,43,Corson 
15,Custer County,South Dakota,316,229,Custer 
16,Davison County,South Dakota,959,819,Davison 
17,Day County,South Dakota,233,118,Day 
18,Deuel County,South Dakota,182,124,Deuel 
19,Dewey County,South Dakota,353,64,Dewey 
20,Douglas County,South Dakota,116,75,Douglas 
21,Edmunds County,South Dakota,176,71,Edmunds 
22,Fall River County,South Dakota,268,184,Fall River 
23,Faulk County,South Dakota,56,37,Faulk 
24,Grant County,South Dakota,348,181,Grant 
25,Gregory County,South Dakota,174,116,Gregory 
26,Haakon County,South Dakota,61,26,Haakon 
27,Hamlin County,South Dakota,366,219,Hamlin 
28,Hand County,South Dakota,77,60,Hand 
29,Hanson County,South Dakota,247,181,Hanson 
30,Harding County,South Dakota,68,54,Harding 
31,Hughes County,South Dakota,726,606,Hughes 
32,Hutchinson County,South Dakota,382,314,Hutchinson 
33,Hyde County,South Dakota,70,36,Hyde 
34,Jackson County,South Dakota,198,66,Jackson 
35,Jerauld County,South Dakota,90,80,Jerauld 
36,Jones County,South Dakota,43,15,Jones 
37,Kingsbury County,South Dakota,179,127,Kingsbury 
38,Lake County,South Dakota,786,594,Lake 
39,Lawrence County,South Dakota,1631,1351,Lawrence 
40,Lincoln County,South Dakota,2655,1785,Lincoln 
41,Lyman County,South Dakota,193,100,Lyman 
42,McCook County,South Dakota,273,232,McCook 
43,McPherson County,South Dakota,81,70,McPherson 
44,Marshall County,South Dakota,240,185,Marshall 
45,Meade County,South Dakota,1278,965,Meade 
46,Mellette County,South Dakota,65,25,Mellette 
47,Miner County,South Dakota,84,24,Miner 
48,Minnehaha County,South Dakota,9812,6835,Minnehaha 
49,Moody County,South Dakota,249,198,Moody 
50,Oglala Lakota County,South Dakota,1039,205,Oglala Lakota 
51,Pennington County,South Dakota,5402,3811,Pennington 
52,Perkins County,South Dakota,142,73,Perkins 
53,Potter County,South Dakota,80,54,Potter 
54,Roberts County,South Dakota,491,257,Roberts 
55,Sanborn County,South Dakota,104,66,Sanborn 
56,Spink County,South Dakota,373,195,Spink 
57,Stanley County,South Dakota,112,69,Stanley 
58,Sully County,South Dakota,46,41,Sully 
59,Todd County,South Dakota,860,88,Todd 
60,Tripp County,South Dakota,330,217,Tripp 
61,Turner County,South Dakota,407,270,Turner 
62,Union County,South Dakota,705,437,Union 
63,Walworth County,South Dakota,251,131,Walworth 
64,Yankton County,South Dakota,1100,823,Yankton 
65,Ziebach County,South Dakota,190,28,Ziebach 
0,Anderson County,Tennessee,3221,1291,Anderson 
1,Bedford County,Tennessee,2224,905,Bedford 
2,Benton County,Tennessee,601,256,Benton 
3,Bledsoe County,Tennessee,468,191,Bledsoe 
4,Blount County,Tennessee,6566,3514,Blount 
5,Bradley County,Tennessee,6172,3622,Bradley 
6,Campbell County,Tennessee,1550,718,Campbell 
7,Cannon County,Tennessee,634,293,Cannon 
8,Carroll County,Tennessee,1377,591,Carroll 
9,Carter County,Tennessee,2252,998,Carter 
10,Cheatham County,Tennessee,1961,1059,Cheatham 
11,Chester County,Tennessee,1425,288,Chester 
12,Claiborne County,Tennessee,1528,774,Claiborne 
13,Clay County,Tennessee,320,149,Clay 
14,Cocke County,Tennessee,1627,724,Cocke 
15,Coffee County,Tennessee,2832,1403,Coffee 
16,Crockett County,Tennessee,767,301,Crockett 
