County-State,SVI
BURLEIGH-ND,0.1739
STARK-ND,0.214
RENVILLE-ND,0.028
NELSON-ND,0.035
BOTTINEAU-ND,0.0691
OLIVER-ND,0.2108
FOSTER-ND,0.0175
LOGAN-ND,0.0382
GRIGGS-ND,0.0732
MORTON-ND,0.1035
BARNES-ND,0.1245
WILLIAMS-ND,0.251
RAMSEY-ND,0.3532
WALSH-ND,0.3682
MCKENZIE-ND,0.392
MOUNTRAIL-ND,0.3758
SIOUX-ND,0.8844
BENSON-ND,0.8433
ROLETTE-ND,0.907
WINNESHIEK-IA,0.0115
BUTLER-IA,0.0236
BREMER-IA,0.0322
KEOKUK-IA,0.0398
JONES-IA,0.1924
DALLAS-IA,0.0596
CHEROKEE-IA,0.1701
DUBUQUE-IA,0.2347
FREMONT-IA,0.0554
CHICKASAW-IA,0.0599
WASHINGTON-IA,0.2239
FAYETTE-IA,0.2252
O'BRIEN-IA,0.2322
VAN BUREN-IA,0.2465
SCOTT-IA,0.2659
KOSSUTH-IA,0.1048
MARION-IA,0.1949
STORY-IA,0.2124
HENRY-IA,0.3134
DELAWARE-IA,0.0344
RINGGOLD-IA,0.1299
CASS-IA,0.1981
ADAIR-IA,0.0538
DICKINSON-IA,0.0917
ADAMS-IA,0.0376
MILLS-IA,0.1076
HUMBOLDT-IA,0.1446
FRANKLIN-IA,0.1962
WORTH-IA,0.0697
HAMILTON-IA,0.1153
HOWARD-IA,0.1567
WINNEBAGO-IA,0.2061
CLINTON-IA,0.2646
JOHNSON-IA,0.2675
HARRISON-IA,0.0646
POWESHIEK-IA,0.1548
CEDAR-IA,0.008
HANCOCK-IA,0.0713
PLYMOUTH-IA,0.1271
PALO ALTO-IA,0.1729
MONROE-IA,0.2519
BENTON-IA,0.0118
MADISON-IA,0.0204
JACKSON-IA,0.1268
POCAHONTAS-IA,0.1462
LINN-IA,0.1806
GREENE-IA,0.1978
OSCEOLA-IA,0.2634
LUCAS-IA,0.2755
LYON-IA,0.0439
MONONA-IA,0.1796
SIOUX-IA,0.2207
TAYLOR-IA,0.2771
CARROLL-IA,0.0455
WARREN-IA,0.072
CERRO GORDO-IA,0.2497
JASPER-IA,0.2548
AUDUBON-IA,0.0226
IOWA-IA,0.0347
BUCHANAN-IA,0.0662
SAC-IA,0.0748
GUTHRIE-IA,0.122
SHELBY-IA,0.1303
CALHOUN-IA,0.158
GRUNDY-IA,0.0038
MITCHELL-IA,0.086
IDA-IA,0.0866
BOONE-IA,0.1178
HARDIN-IA,0.1242
CLAYTON-IA,0.1841
TAMA-IA,0.3274
PAGE-IA,0.3341
DAVIS-IA,0.3503
ALLAMAKEE-IA,0.322
CLAY-IA,0.3439
FLOYD-IA,0.3596
EMMET-IA,0.3946
MUSCATINE-IA,0.3904
POLK-IA,0.3768
APPANOOSE-IA,0.3783
MAHASKA-IA,0.4637
POTTAWATTAMIE-IA,0.4599
LEE-IA,0.5041
WEBSTER-IA,0.458
LOUISA-IA,0.457
BLACK HAWK-IA,0.4264
UNION-IA,0.4455
DES MOINES-IA,0.4653
WRIGHT-IA,0.4803
JEFFERSON-IA,0.4895
WAYNE-IA,0.4583
CLARKE-IA,0.4847
MONTGOMERY-IA,0.528
WOODBURY-IA,0.6968
DECATUR-IA,0.6822
MARSHALL-IA,0.6863
BUENA VISTA-IA,0.7408
WAPELLO-IA,0.7439
CRAWFORD-IA,0.8551
LOS ALAMOS-NM,0.0248
CATRON-NM,0.3357
HARDING-NM,0.3615
LINCOLN-NM,0.4796
SANDOVAL-NM,0.4818
SANTA FE-NM,0.5255
EDDY-NM,0.7032
UNION-NM,0.6793
DE BACA-NM,0.6939
BERNALILLO-NM,0.6828
TORRANCE-NM,0.749
MORA-NM,0.7959
QUAY-NM,0.8096
LEA-NM,0.9217
SIERRA-NM,0.9146
VALENCIA-NM,0.9041
CURRY-NM,0.8774
SAN JUAN-NM,0.9194
GRANT-NM,0.9296
GUADALUPE-NM,0.9529
CHAVES-NM,0.9551
ROOSEVELT-NM,0.943
TAOS-NM,0.8586
OTERO-NM,0.914
COLFAX-NM,0.9627
SOCORRO-NM,0.9745
HIDALGO-NM,0.9631
DOÑA ANA-NM,0.9841
SAN MIGUEL-NM,0.9863
MCKINLEY-NM,0.9889
CIBOLA-NM,0.9984
LUNA-NM,0.999
CLINTON-MI,0.0401
MIDLAND-MI,0.1618
IRON-MI,0.2825
KEWEENAW-MI,0.0787
OAKLAND-MI,0.114
SHIAWASSEE-MI,0.1325
DICKINSON-MI,0.2296
MARQUETTE-MI,0.3057
OTTAWA-MI,0.2172
ONTONAGON-MI,0.2732
BENZIE-MI,0.1051
ANTRIM-MI,0.1156
EATON-MI,0.3131
ALLEGAN-MI,0.1758
LAPEER-MI,0.2382
CHEBOYGAN-MI,0.286
EMMET-MI,0.1357
WASHTENAW-MI,0.2236
HURON-MI,0.2745
CHARLEVOIX-MI,0.0968
LEELANAU-MI,0.0245
MENOMINEE-MI,0.2764
ST. CLAIR-MI,0.279
LIVINGSTON-MI,0.0067
BARRY-MI,0.0869
GRAND TRAVERSE-MI,0.1803
ALCONA-MI,0.2557
PRESQUE ISLE-MI,0.2761
CASS-MI,0.328
MASON-MI,0.3376
ALPENA-MI,0.3408
DELTA-MI,0.3545
MACOMB-MI,0.3296
MONTMORENCY-MI,0.3729
OTSEGO-MI,0.3694
MANISTEE-MI,0.3997
TUSCOLA-MI,0.3959
CRAWFORD-MI,0.3697
BAY-MI,0.4404
MISSAUKEE-MI,0.4755
KENT-MI,0.4761
ROSCOMMON-MI,0.4627
KALAMAZOO-MI,0.407
LENAWEE-MI,0.4076
IONIA-MI,0.478
ARENAC-MI,0.5054
GOGEBIC-MI,0.4038
ALGER-MI,0.4481
SANILAC-MI,0.4834
HILLSDALE-MI,0.5019
IOSCO-MI,0.4494
HOUGHTON-MI,0.4962
WEXFORD-MI,0.5035
KALKASKA-MI,0.5083
ISABELLA-MI,0.6016
GLADWIN-MI,0.5398
NEWAYGO-MI,0.6318
LUCE-MI,0.5338
JACKSON-MI,0.5506
GRATIOT-MI,0.6035
INGHAM-MI,0.5742
BRANCH-MI,0.6315
SCHOOLCRAFT-MI,0.5452
MECOSTA-MI,0.5975
MONTCALM-MI,0.6127
OGEMAW-MI,0.6258
BERRIEN-MI,0.6475
MACKINAC-MI,0.6452
VAN BUREN-MI,0.6589
ST. JOSEPH-MI,0.6516
BARAGA-MI,0.6599
OSCODA-MI,0.6694
GENESEE-MI,0.6624
SAGINAW-MI,0.7048
MUSKEGON-MI,0.7035
CHIPPEWA-MI,0.7245
CALHOUN-MI,0.7242
OSCEOLA-MI,0.7401
LAKE-MI,0.7818
CLARE-MI,0.772
OCEANA-MI,0.858
WAYNE-MI,0.8723
SAGADAHOC-ME,0.0522
LINCOLN-ME,0.1143
YORK-ME,0.0936
HANCOCK-ME,0.193
KNOX-ME,0.1475
CUMBERLAND-ME,0.1363
FRANKLIN-ME,0.215
WALDO-ME,0.2197
OXFORD-ME,0.3726
KENNEBEC-ME,0.3787
PISCATAQUIS-ME,0.4898
PENOBSCOT-ME,0.4532
ANDROSCOGGIN-ME,0.5567
AROOSTOOK-ME,0.5946
SOMERSET-ME,0.622
WASHINGTON-ME,0.6439
